nom,statut,chapeau,pores,lames,pied,chair,odeur,saveur,habitat,saison,a_un_chapeau,a_des_pores,a_des_lames,a_un_pied,a_de_la_chair,chapeau_couleur_blanc,chapeau_couleur_brun,chapeau_couleur_jaune,chapeau_couleur_rouge,chapeau_couleur_orange,chapeau_couleur_rose,chapeau_couleur_gris,chapeau_couleur_noir,chapeau_couleur_vert,chapeau_couleur_bleu,chapeau_couleur_violet,chapeau_couleur_ocre,chapeau_couleur_roux,chapeau_texture_lisse,chapeau_texture_meches,chapeau_texture_floconneux,chapeau_texture_visqueux,chapeau_texture_velours,chapeau_texture_ecailleux,chapeau_texture_craquele,chapeau_texture_strie,pores_couleur_blanc,pores_couleur_brun,pores_couleur_jaune,pores_couleur_rouge,pores_couleur_orange,pores_couleur_rose,pores_couleur_gris,pores_couleur_noir,pores_couleur_vert,pores_couleur_bleu,pores_couleur_violet,pores_couleur_ocre,pores_couleur_roux,pores_attache_libres,pores_attache_adnees,pores_attache_decurrentes,pores_attache_echancrees,pores_attache_serrees,pores_attache_espacees,lames_couleur_blanc,lames_couleur_brun,lames_couleur_jaune,lames_couleur_rouge,lames_couleur_orange,lames_couleur_rose,lames_couleur_gris,lames_couleur_noir,lames_couleur_vert,lames_couleur_bleu,lames_couleur_violet,lames_couleur_ocre,lames_couleur_roux,lames_attache_libres,lames_attache_adnees,lames_attache_decurrentes,lames_attache_echancrees,lames_attache_serrees,lames_attache_espacees,pied_couleur_blanc,pied_couleur_brun,pied_couleur_jaune,pied_couleur_rouge,pied_couleur_orange,pied_couleur_rose,pied_couleur_gris,pied_couleur_noir,pied_couleur_vert,pied_couleur_bleu,pied_couleur_violet,pied_couleur_ocre,pied_couleur_roux,pied_texture_lisse,pied_texture_meches,pied_texture_floconneux,pied_texture_visqueux,pied_texture_velours,pied_texture_ecailleux,pied_texture_craquele,pied_texture_strie,pied_morpho_anneau,pied_morpho_volve,pied_morpho_bulbe,pied_morpho_massue,pied_morpho_creux,pied_morpho_elance,pied_morpho_cylindrique,pied_morpho_reseau,chair_couleur_blanc,chair_couleur_brun,chair_couleur_jaune,chair_couleur_rouge,chair_couleur_orange,chair_couleur_rose,chair_couleur_gris,chair_couleur_noir,chair_couleur_vert,chair_couleur_bleu,chair_couleur_violet,chair_couleur_ocre,chair_couleur_roux,chair_consistance_ferme,chair_consistance_tendre,chair_consistance_molle,chair_consistance_cassante,chair_consistance_elastique,chair_consistance_epaisse,chair_consistance_fibreuse,chair_consistance_spongieuse,odeur_type_anise,odeur_type_phenol,odeur_type_iode,odeur_type_radis,odeur_type_farine,odeur_type_amande,odeur_type_terre,odeur_type_fruitee,odeur_type_desagreable,saveur_type_douce,saveur_type_amere,saveur_type_acide,saveur_type_piquante,saveur_type_poivree,saveur_type_iodee,saveur_type_desagreable,saveur_type_sans_saveur,chapeau_taille_min_cm,chapeau_taille_max_cm,pied_taille_min_cm,pied_taille_max_cm,saison_mois_01,saison_mois_02,saison_mois_03,saison_mois_04,saison_mois_05,saison_mois_06,saison_mois_07,saison_mois_08,saison_mois_09,saison_mois_10,saison_mois_11,saison_mois_12,habitat_type_feuillus,habitat_type_coniferes,habitat_type_foret,habitat_type_prairies,habitat_type_clairieres,habitat_type_lisieres,habitat_type_jardins,habitat_type_bois,habitat_type_chenes,habitat_type_hetres,habitat_type_pins,habitat_type_bouleaux,habitat_type_chataigniers,habitat_type_charmes,habitat_type_melezes,habitat_type_bois_morts
PHOLIOTE DORÉE,Les champignons toxiques,"3 à 25 cm, finement et entièrement poudré, brun orangé vif à ocre brun, ridé en vieillissant",,"Adnées à échancrées, blanches, puis ocre et enfin rouille","4 à 18 cm, couvert d’une « chaussette » ocre finement granuleuse se terminant par un large anneau membraneux",Blanchâtre,Faible,Douce,"Prairies, clairières, bois clairs, surtout en montagne",Août > Novembre,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,25.0,4.0,18.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
PHOLIOTE DU PEUPLIER,Les bons champignons,"2 à 10 cm, brun chocolat puis crème à blanchâtre, parfois ridé, vite craquelé.",,"Adnées à légèrement décurrentes, blanchâtres, puis beiges et enfin brunes.","3 à 15 cm, blanc à crème, plus sombre à la base, avec un anneau membraneux bruni par les spores.",Blanche à crème,De lait caillé ou de vieux tonneau à vin,"Douce, de noisette","Sur le bois mort ou vivant, surtout de peuplier et de saule, et dans le Sud de la France",Mai > Octobre,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,10.0,3.0,15.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PHOLIOTE ÉCAILLEUSE,Champignon à rejeter,"4 à 17 cm, jaune pâle à ocre, recouvert d’écailles brunes retroussées.",,"Adnées, ocre puis brun-rouille","5 à 20 cm, couvert d’écailles brunes comme le chapeau, jaune pâle et lisse au-dessus de l’anneau, plus sombre à la base.",Crème à jaune pâle,Faible,Douce,"Sur les souches de feuillus, surtout les arbres fruitiers, en touffe",Septembre > Novembre,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,17.0,5.0,20.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHOLIOTE RIDÉE,Les bons champignons,"5 à 12 cm, ocre crème, beige coquille à brun ochracé pâle, finement poudré de blanc ou violacé jeune, et ridé avec l’âge.",,"Échancrées, crème puis beige grisâtre, à l’arête crénelée","4 à 10 cm, blanc à crème, avec un anneau blanchâtre fragile",Blanche à crème,Faible,Douce,Forêts de feuillus et de conifères,Août > Novembre,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,12.0,4.0,10.0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PIED DE MOUTON,Les bons champignons,"3 à 15 cm, charnu, mat et feutré, à bord longtemps enroulé puis irrégulier, crème à brun clair, parfois orangé.",,,"Blanc à crème, épais (3 à 8 cm)","Ferme, très cassante, blanche à crème","Agréable, fruitée","Douce, puis amère",Forêts de feuillus et de conifères,Septembre > Décembre,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.0,15.0,3.0,8.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PIED-BLEU,Les excellents champignons,"4 à 15 cm, violet pâle à brun-lilas, taché de brun roussâtre avec l’âge, pâlissant en séchant.",,"Adnées à échancrées, serrées, lilas à bleu-lilas, se détachant facilement du chapeau.","2 à 12 cm, lilas à bleu-lilas, finement poudré de blanchâtre, un peu bulbeux à la base.","Épaisse, blanc bleuté à lilas","Agréable, fruitée ou « de pharmacie »",Douce,"Pelouses, prairies, parcs, parfois en lisière de bois",Septembre > Décembre,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.0,15.0,2.0,12.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
PIED-DE-MOUTON ROUSSISSANT,Les bons champignons,"2 à 6 cm, orangé à roux, bord un peu enroulé .",,,"Crème à ocre, roussissant, assez élancé (2 à 7 cm).","Ferme, très cassante, blanche à crème","Agréable, fruitée","Douce, puis amère",Forêts de feuillus et de conifères,Septembre > Décembre,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2.0,6.0,2.0,7.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PIED-VIOLET,Les bons champignons,"4 à 12 cm, lisse, un peu gras au toucher, brun à brun-gris puis beige à crème en séchant.",,"Adnées à échancrées, serrées, crème puis beige-crème, se détachant facilement du chapeau.","3 à 8 cm, plutôt violet vif, parfois grisâtre, blanchâtre au sommet","Épaisse, blanchâtre","Agréable, fruitée, puis désagréable avec l’âge",Douce,"Pelouses, prairies, parcs, parfois en lisière de bois",Septembre > Décembre,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4.0,12.0,3.0,8.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
PLEUROTE CORNE D’ABONDANCE,Les bons champignons,"1 à 15 cm, vite en entonnoir, souvent en éventail, beige-crème à brunâtre, parfois tout blanc",,"Très décurrentes, se prolongeant sur le pied, blanches à crème","2 à 10 cm, blanc à crème, bien développé, excentré, strié par les lames.","Blanchâtre, élastique","Forte, farineuse",Douce,Sur les souches ou le bois mort de feuillus,Avril > Novembre,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,15.0,2.0,10.0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PLEUROTE DU PANICAUT,Les bons champignons,"3 à 10 cm, gris à brun-roux ou brun sombre, bord longtemps enroulé, égèrement creusé avec l’âge.",,"Décurrentes, peu serrées, blanches à crème","2 à 6 cm, blanchâtre, bien développé, souvent excentré.",Blanchâtre,"Agréable, de champignon",Douce,"Prés et pelouses, sur des racines de panicaut",Septembre > Décembre,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,10.0,2.0,6.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PLEUROTE EN FORME D’HUÎTRE,Les bons champignons,"2 à 30 cm, souvent en éventail, très variable, brillant à mat, beige à gris bleuté ou gris brunâtre.",,"Décurrentes, blanches à crème","1 à 5 cm, court ou absent, latéral, blanc","Blanche, élastique","Agréable, de champignon",Douce,Sur les souches ou le bois mort de feuillus,Octobre > Mars,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,30.0,1.0,5.0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PLUTÉE COULEUR DE CERF,Champignon à rejeter,"3 à 15 cm, lisse, soyeux, brun grisâtre pâle à brun sombre voire brun noirâtre",,"Libres, blanches puis roses","4 à 15 cm, blanchâtre à crème, marqué de fibres brunâtres à la base","Blanchâtre, mince","Forte, de radis",Douce,Sur les souches ou le bois mort de feuillus,Mai > Novembre,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,15.0,4.0,15.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PLUTÉE COULEUR DE LION,Champignon à rejeter,"3 à 7 cm, mat, velouté, jaune d’or vif à ocre jaune, souvent plus sombre au centre.",,"Libres, blanches puis roses, à l’arête bordée de jaune.","3 à 8 cm, blanchâtre à crème, ocre ou jaune vif à la base.",Blanche à jaunâtre,Faible,Douce,Sur les souches ou le bois mort de feuillus,Juin > Octobre,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,7.0,3.0,8.0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
POLYPORE DES BREBIS,Champignon à rejeter,"4 à 18 cm, blanc-crème puis beige brunâtre, souvent craquelé à maturité","Décurrents, très fins, blancs à crème, jaunissant au toucher.",,"2 à 5 cm, court, ferme, blanc, parfois soudé à d’autres pieds formant une touffe.",Blanche et ferme,Faible,Douce,"Forêts de conifères, surtout sous les épicéas, en montagne",Août > Novembre,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,18.0,2.0,5.0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POLYPORE ÉCAILLEUX,Champignon à rejeter,"En éventail (10 à 50 cm), couvert d’écailles brunes sur fond crème à ochracé.","Décurrents, assez larges, anguleux, blancs à crème.",,"3 à 10 cm, bien formé, noirâtre à la base, excentré","Blanchâtre, coriace",Farineuse,Douce,Sur le bois mort ou vivant de feuillus,Avril à juin puis août à novembre,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10.0,50.0,3.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
POLYPORE EN TOUFFE,Les champignons mediocres,"Nombreux chapeaux superposés formant une touffe, en spatule ou en éventail, brun-gris, veloutés, striés.","Décurrents, très fins, blancs puis jaunâtres",,"Tronc commun, court et épais, blanchâtre, d’où partent les rameaux reliés latéralement aux chapeaux",Blanche fibreuse,"Forte, farineuse",Douce,"Sur les souches de feuillus, surtout les chênes",Août > Octobre,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
POLYPORE SOUFRÉ,Les champignons mediocres,"Nombreux chapeaux superposés (15 à 60 cm), bosselés, jaune soufre zoné d’orangé vif, pâlissant en séchant.","Très fins, jaune pâle à jaune soufre, crème en séchant.",,Absent,"Blanchâtre à jaunâtre, molle","Agréable, de champignon",Douce,Sur le bois mort ou vivant de chêne et de châtaignier,Mai > Novembre,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.0,60.0,0.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
PSATHYRELLE HYDROPHILE,Champignon à rejeter,"1 à 5 cm, brun chocolat à brun rougeâtre, puis ocre pâle à crème en séchant, avec des lambeaux de voile blanc sur le bord ou les lames.",,"Adnées à échancrées, crème puis brun chocolat","4 à 10 cm, blanc à ocre, creux, fragile","Ocre crème, mince",Faible,Douce,"Sur les souches de feuillus, en touffe",Juillet > Octobre,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,5.0,4.0,10.0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSILOCYBE LANCÉOLÉ,Les champignons toxiques,"0,6 à 2 cm, très conique, au sommet pointu comme un bonnet de lutin, gris-brun à olivâtre, pâlissant pour devenir ocre crème en séchant, bleuissant au toucher quand il est jeune.",,"Adnées, brun-gris","3 à 12 cm, crème, bleuissant à la base","Crème à ochracée, mince",Faible,Douce,"Prairies et pâturages, parfois sur les bouses, surtout en montagne",Août > Novembre,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,2.0,3.0,12.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ROSÉ-DES-PRÉS,Les excellents champignons,"Globuleux puis plus étalé, 4 à 10 cm, blanc pur puis blanc-gris à maturité.",,"Libres, rose vif puis brun chocolat.","4 à 10 cm, blanc, s’affinant à la base, avec un anneau blanc mince qui disparaît avec l’âge.",Blanche,"Agréable, de champignon",Douce,"Prairies, pâturages et jardins",Août > Novembre,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,10.0,4.0,10.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RUSSULE CAMÉLÉON,Champignon à rejeter,"2 à 5 cm, lisse, mat, à bord souvent ondulé, jaune vif ou ochracé au centre et rose rougeâtre au bord.",,"Adnées, jaune de beurre puis jaune ochracé, assez serrées.","2 à 6 cm, blanc","Blanche, fragile, cassante comme de la craie","Faible, puis fruitée, d’abricot ou de mirabelle",Douce,Surtout les forêts de feuillus,Juin > Novembre,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0,5.0,2.0,6.0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSULE CHARBONNIÈRE,Les bons champignons,"3 à 15 cm, de couleur très variable, gris violacé panaché de rose, pourpre, bleu ou verdâtre.",,"Adnées, blanches, plutôt serrées, fourchues, lardacées (se plient sous le doigt sans casser).","3 à 9 cm, blanc, parfois teinté de rose ou de lilas.","Blanche, ferme, cassante comme de la craie",Douce,Sans particularités,Forêts de feuillus et de conifères,Juillet > Novembre,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,15.0,3.0,9.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSULE CRAQUELÉE,Les bons champignons,"4 à 12 cm, craquelé surtout au bord, vert foncé, vert amande à vert-bleuâtre, parfois teinté de violacé.",,"Adnées, blanches, fourchues, lardacées (se plient sous le doigt sans casser)","3 à 8 cm, blanc","Blanche, ferme, cassante comme de la craie",Sans particularité,Douce,Forêts de feuillus et conifères,Août > Novembre,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,12.0,3.0,8.0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
