nom,statut,chapeau,pores,lames,pied,chair,odeur,saveur,habitat,saison,a_un_chapeau,a_des_pores,a_des_lames,a_un_pied,a_de_la_chair,chapeau_couleur_blanc,chapeau_couleur_brun,chapeau_couleur_jaune,chapeau_couleur_rouge,chapeau_couleur_orange,chapeau_couleur_rose,chapeau_couleur_gris,chapeau_couleur_noir,chapeau_couleur_vert,chapeau_couleur_bleu,chapeau_couleur_violet,chapeau_couleur_ocre,chapeau_couleur_roux,chapeau_texture_lisse,chapeau_texture_meches,chapeau_texture_floconneux,chapeau_texture_visqueux,chapeau_texture_velours,chapeau_texture_ecailleux,chapeau_texture_craquele,chapeau_texture_strie,pores_couleur_blanc,pores_couleur_brun,pores_couleur_jaune,pores_couleur_rouge,pores_couleur_orange,pores_couleur_rose,pores_couleur_gris,pores_couleur_noir,pores_couleur_vert,pores_couleur_bleu,pores_couleur_violet,pores_couleur_ocre,pores_couleur_roux,pores_attache_libres,pores_attache_adnees,pores_attache_decurrentes,pores_attache_echancrees,pores_attache_serrees,pores_attache_espacees,lames_couleur_blanc,lames_couleur_brun,lames_couleur_jaune,lames_couleur_rouge,lames_couleur_orange,lames_couleur_rose,lames_couleur_gris,lames_couleur_noir,lames_couleur_vert,lames_couleur_bleu,lames_couleur_violet,lames_couleur_ocre,lames_couleur_roux,lames_attache_libres,lames_attache_adnees,lames_attache_decurrentes,lames_attache_echancrees,lames_attache_serrees,lames_attache_espacees,pied_couleur_blanc,pied_couleur_brun,pied_couleur_jaune,pied_couleur_rouge,pied_couleur_orange,pied_couleur_rose,pied_couleur_gris,pied_couleur_noir,pied_couleur_vert,pied_couleur_bleu,pied_couleur_violet,pied_couleur_ocre,pied_couleur_roux,pied_texture_lisse,pied_texture_meches,pied_texture_floconneux,pied_texture_visqueux,pied_texture_velours,pied_texture_ecailleux,pied_texture_craquele,pied_texture_strie,pied_morpho_anneau,pied_morpho_volve,pied_morpho_bulbe,pied_morpho_massue,pied_morpho_creux,pied_morpho_elance,pied_morpho_cylindrique,pied_morpho_reseau,chair_couleur_blanc,chair_couleur_brun,chair_couleur_jaune,chair_couleur_rouge,chair_couleur_orange,chair_couleur_rose,chair_couleur_gris,chair_couleur_noir,chair_couleur_vert,chair_couleur_bleu,chair_couleur_violet,chair_couleur_ocre,chair_couleur_roux,chair_consistance_ferme,chair_consistance_tendre,chair_consistance_molle,chair_consistance_cassante,chair_consistance_elastique,chair_consistance_epaisse,chair_consistance_fibreuse,chair_consistance_spongieuse,odeur_type_anise,odeur_type_phenol,odeur_type_iode,odeur_type_radis,odeur_type_farine,odeur_type_amande,odeur_type_terre,odeur_type_fruitee,odeur_type_desagreable,saveur_type_douce,saveur_type_amere,saveur_type_acide,saveur_type_piquante,saveur_type_poivree,saveur_type_iodee,saveur_type_desagreable,saveur_type_sans_saveur,chapeau_taille_min_cm,chapeau_taille_max_cm,pied_taille_min_cm,pied_taille_max_cm,saison_mois_01,saison_mois_02,saison_mois_03,saison_mois_04,saison_mois_05,saison_mois_06,saison_mois_07,saison_mois_08,saison_mois_09,saison_mois_10,saison_mois_11,saison_mois_12,habitat_type_feuillus,habitat_type_coniferes,habitat_type_foret,habitat_type_prairies,habitat_type_clairieres,habitat_type_lisieres,habitat_type_jardins,habitat_type_bois,habitat_type_chenes,habitat_type_hetres,habitat_type_pins,habitat_type_bouleaux,habitat_type_chataigniers,habitat_type_charmes,habitat_type_melezes,habitat_type_bois_morts
CÈPE D’ÉTÉ,Les excellents champignons,"4 à 20 cm, sec, finement feutré, craquelé par temps sec, brun chaud, brun-châtain à café au lait clair.","Fins, blancs puis jaunes et enfin olivâtres.",,"5 à 15 cm, allongé, robuste, brun pâle à beige, avec un réseau blanc net.",Blanche,"Forte, agréable, de cèpe",Douce,Forêts de feuillus,Mai > Septembre,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,20.0,5.0,15.0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CÈPE DE BORDEAUX,Les excellents champignons,"4 à 25 cm, un peu gras au toucher, lisse, brun clair à brun sombre, à bord plus pâle avec un fin liseré blanchâtre","Fins, blancs puis jaunes et enfin olivâtres",,"6 à 20 cm, renflé, robuste, blanchâtre à brun clair, avec un réseau clair seulement visible au sommet","Blanche, brun-rose sous la peau du chapeau","Forte, agréable, de cèpe",Douce,Forêts de feuillus et de conifères,Septembre > Novembre,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,25.0,6.0,20.0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CÈPE DES PINS,Les excellents champignons,"4 à 25 cm, lisse, souvent ridé, brun-rouge sombre à acajou, finement poudré de blanchâtre","Fins, blancs puis jaunes et enfin olivâtres",,"5 à 15 cm, obèse puis allongé, ocre brun à brun roussâtre, avec un réseau brunâtre discret","Blanche, rosée sous la peau du chapeau","Agréable, de cèpe",Douce,Forêts de feuillus et de conifères,Mai à juin puis septembre à novembre,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,25.0,5.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANTERELLE CENDRÉE,Les bons champignons,"En entonnoir (2 à 6 cm), gris-noir à gris cendré, à bord très ondulé",,,"2 à 8 cm, noir à gris cendré, creux.",Très mince,"Fruitée, de mirabelle",Douce,Forêts de feuillus,Août > Novembre,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0,6.0,2.0,8.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANTERELLE EN TUBE,Les excellents champignons,"En entonnoir (2 à 6 cm), lisse, brun, brun-jaune à brun grisâtre, à bord ondulé.",,,"3 à 8 cm, creux, lisse, ocre jaune, jaune-brun à jaune grisâtre.",Très mince,"Faible, fruitée",Douce,Surtout forêts de conifères,Septembre > Décembre,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0,6.0,3.0,8.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANTERELLE JAUNE,Les excellents champignons,"1 à 5 cm, en entonnoir, brun-châtain à brun-jaune, à bord ondulé",,,"3 à 8 cm, lisse, creux, jaune à jaune orangé","Mince, élastique","Forte, fruitée",Douce,Forêts de conifères,Août > Novembre,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0,5.0,3.0,8.0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANTERELLE VIOLETTE,Les bons champignons,"À sommet plat comme tronqué (2 à 10 cm), violet vif, puis tirant vers l’ochracé ou le brun ochracé.",,,"Court et massif, dans la continuité des plis et de la même couleur.",Épaisse et blanche,"Agréable, de champignon",Douce,"Forêts de conifères, en montagne",Juillet > Octobre,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,10.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLAVAIRE À CRÊTES,Les champignons mediocres,,,,"Tronc court, blanchâtre ou gris, souvent torsadé; base feutrée.","Mince, blanche et molle",Faible,Douce,Forêts de feuillus et de conifères,Août > Novembre,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLAVAIRE CHOU-FLEUR,Les bons champignons,,,,"Tronc massif, blanc à ocre, d’où partent les rameaux","Blanche, épaisse","Agréable, fruitée",Douce,Forêts de feuillus et de conifères,Septembre > Novembre,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLAVAIRE CRÉPUE,Les bons champignons,,,,Absent,"Blanche, un peu élastique","Agréable, de plantes aromatiques","Douce, de noix","Au pied des conifères, surtout les pins",Juillet > Novembre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CLAVAIRE DORÉE,Les bons champignons,,,,"Tronc épais, blanchâtre et jaune citron en haut","Blanche, épaisse","Agréable, d’herbe coupée",Douce,Forêts de feuillus et de conifères,Septembre > Novembre,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLAVAIRE DROITE,Champignon à rejeter,,,,Tronc commun d’où partent les rameaux,"Blanchâtre à jaunâtre, élastique et coriace","Faible, anisée",Légèrement amère,Bois mort de feuillus,Août > Novembre,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CLAVAIRE ÉLÉGANTE,Les champignons toxiques,"Buisson charnu (7 à 15 cm) composé de nombreux rameaux, rose saumon puis ocre rose, avec les sommets longtemps jaune vif.",,,"Tronc massif, blanchâtre, d’où partent les rameaux.",Blanche à rosâtre,Faible d’herbe coupée,Amère,Bois mort de feuillus,Septembre > Décembre,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CLAVAIRE EN PILON,Champignon à rejeter,,,,,"Blanche, spongieuse",Faible,Amère,Forêts de feuillus,Août > Novembre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLAVAIRE RUGUEUSE,Les champignons mediocres,,,,,"Blanche, molle",Faible,Douce,Bois de conifères,Été et automne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CLAVAIRE TRONQUÉE,Champignon à rejeter,,,,,"Épaisse, spongieuse, blanche",Faible,Douce,Forêts de conifères,Août > Octobre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLITOCYBE À BONNE ODEUR,Les champignons toxiques,"3 à 8 cm, beige-crème puis ocre roux, à bord longtemps enroulé. Centre mamelonné ou creusé plus sombre.",,"Très décurrentes, crème puis ocre","2 à 5 cm, blanc à crème puis roux",Blanche,"Forte, de fleur d’oranger","Douce, parfois de farine",Forêts de conifères,Septembre > Novembre,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,8.0,2.0,5.0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLITOCYBE À PIED EN MASSUE,Les champignons toxiques,"2 à 9 cm, gris-jaune à brun jaunâtre, mou au centre, comme rempli de coton.",,"Décurrentes, blanches à crème jaunâtre.","En massue (2 à 8 cm), de même couleur que le chapeau, base molle et spongieuse.","Blanchâtre, molle","Agréable, fruitée",Douce,Forêts de feuillus et de conifères,Août > Octobre,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0,9.0,2.0,8.0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLITOCYBE EN COUPE,Champignon à rejeter,"En entonnoir (1 à 8 cm), lisse, gris-brun à brun sombre, plus clair sur le bord",,"Décurrentes, grisâtres","4 à 12 cm, gris-brun, finement strié de gris clair, plus large à la base",Grisâtre,Faible,Douce,"Forêts de feuillus et de conifères, dans la mousse",Octobre > Décembre,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,8.0,4.0,12.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLITOCYBE EN ENTONNOIR,Les champignons mediocres,"3 à 7 cm, vite en entonnoir, mat, beige à ocre, petit mamelon au centre.",,"Décurrentes, blanches à crème","3 à 7 cm, blanc à crème, lisse","Mince, Blanche","Faible, cyanique, d’amande amère",Douce,Forêts de feuillus et de conifères,Septembre > Novembre,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,7.0,3.0,7.0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLITOCYBE EN TOUFFE,Les champignons toxiques,"1 à 10 cm, blanc à gris, parfois avec des fossettes translucides.",,"Un peu décurrentes, serrées, blanches puis jaunâtres.","3 à 10 cm, blanc, devenant creux avec l’âge","Blanche, élastique",De petit pois cru,Douce,"Talus, au bord des chemins, lisières de bois",Août > Novembre,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,10.0,3.0,10.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CLITOCYBE GÉOTROPE,Les bons champignons,"5 à 20 cm, vite en entonnoir avec un mamelon net, à bord longtemps enroulé, blanchâtre, beige-crème à ocre pâle.",,"Décurrentes, crème","5 à 15 cm, épais, ferme, de même couleur que le chapeau, feutré de blanc à la base.",Blanchâtre,"Cyanique, d’amande amère",Douce,"Bois clairs, surtout de feuillus, clairières",Octobre >Décembre,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.0,20.0,5.0,15.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CLITOCYBE INVERSÉ,Les champignons mediocres,"3 à 10 cm, creusé au centre, lisse et mat, flasque, crème orangé à brun-fauve.",,"Décurrentes, serrées, crème","2 à 7 cm, blanchâtre puis ochracé, feutré de blanc à la base.",Blanche à crème,Faible,Douce,Forêts de feuillus et de conifères,Septembre > Décembre,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,10.0,2.0,7.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLITOCYBE NÉBULEUX,Champignon à rejeter,"5 à 20 cm, gris à gris-brun, lisse, parfois finement poudré de blanc.",,"Un peu décurrentes, serrées, blanches, crème jaunâtre à grisâtres.","5 à 14 cm, épais, un peu en massue, blanc à gris pâle.","Blanche, épaisse","Forte, désagréable, de poulailler ou farineuse",Douce,Forêts de feuillus et de conifères,Septembre > Décembre,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5.0,20.0,5.0,14.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLITOCYBE ODORANT,Les bons champignons,"3 à 9 cm, mat, vert d’eau à vert-de-gris, se décolorant avec l’âge",,"Un peu décurrentes, verdâtres à crème","3 à 7 cm, blanchâtre ou verdâtre à bleuté",Blanchâtre ou verdâtre à bleutée,"Forte, d’anis","Douce, fortement anisée",Surtout les forêts de feuillus,Septembre > Novembre,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,9.0,3.0,7.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
